	Title	Call_Number
115	amulets talismans magic superstition	1561
116	psychology  history  20th century psychology  history  19th century behaviorism psychology  history	105
117	subconsciousness psychoanalysis  history schelling friedrich wilhelm joseph von 17751854 freud sigmund 18561939	315
118	repression psychology	175.5
119	cognitive psychology consciousness	201
120	memory  age factors aging	378
121	genetic psychology behavior evolution human behavior	701
122	creation literary artistic etc	408
123	collective memory human rights	378
124	intellect intelligence levels nature and nurture ethnopsychology	432
125	adjustment psychology stress psychology psychology pathological psychotherapy	335
126	perception intersensory effects	311
127	watson john b john broadus 18781958 behaviorism psychology	109
128	evolutionary psychology	698.95
129	control psychology	632.5
130	bateson gregory 19041980  congresses thought and thinking  congresses cognition and culture  congresses	455
131	child psychology adolescent psychology school psychology	721
132	prophecies occultism  history	1793
133	psychology  history  20th century psychoanalysis and culture  history  20th century art modern  20th century	105
134	freud sigmund 18561939 psychoanalysts  austria  biography psychoanalysis	173
135	plaut fred psychoanalysts  biography	109
136	piaget jean 18961980 cognition in children educational psychology	723
137	discursive psychology	201.3
138	psychology  philosophy judgment goal psychology decision making psychology comparative	38
139	attention human information processing	321
140	psychology  methodology prediction theory causation	38.5
141	teenagers and death grief in adolescence bereavement in adolescence teenagers  counseling of	724.3
142	occultism  russia federation  congresses new age movement  russia federation  congresses cults  russia federation  congresses sects  russia federation  congresses	1434
143	childbirth  psychological aspects prenatal influences psychology pathological	713
144	brothers sibling rivalry	723
145	senses and sensation knowledge theory of	233
146	freud sigmund 18561939 psychoanalysis	173
147	influence psychology persuasion psychology selling  psychological aspects	774
148	attention in infants interpersonal communication in infants social interaction in infants visual perception in infants	720
149	visual perception in children cognition in children infant psychology newborn infants	720
150	interpersonal communication social interaction	637
151	play  psychological aspects games child psychology perceptualmotor learning	717
152	adolescent psychology teenagers  family relationships teenagers  conduct of life parent and teenager	724
153	infant psychology social perception in children	720
154	symbolism psychology  dictionaries signs and symbols  dictionaries	458
155	psycholinguistics	455
156	psychology	121
157	personality ontology	698
158	involuntary memory	378
159	emotions emotions and cognition affect psychology	531
160	psychometrics  congresses	39
161	genetic psychology attachment behavior	701
162	expertise expertise  social aspects	378
163	psychology  statistical methods social sciences  statistical methods psychometrics	39
164	creative ability creative thinking	408
165	personality psychology pathological jung c g carl gustav 18751961 saintexupéry antoine de 19001944 petit prince english	698
166	human body  social aspects body image in adolescence educational sociology teenagers	724.3
167	stress psychology stress management	575
168	psychological tests educational tests and measurements counseling	176
169	psychology  history  textbooks	81
170	senses and sensation intersensory effects poetry  psychological aspects music  psychological aspects	233
171	psychology  dictionaries	31
172	magic egyptian magic greek egypt  religion greece  religion	1591
173	jung c g carl gustav 18751961 jungian psychology	173
174	psychology  research  methodology psychometrics	76.5
175	critical psychology	39.9
176	maya chronology  miscellanea indian chronology  mexico  miscellanea indian chronology  central america  miscellanea	1999
177	spiritualism  history	1241
178	typology psychology educational psychology style philosophy	698.3
179	astrology chinese	1714
180	child development adolescent psychology	721
181	psychology applied	636
182	freud sigmund 18561939 unbehagen in der kultur	173
183	minnesota multiphasic personality inventory	698.8
184	experiential learning success	318.5
185	sex psychology  congresses	692
186	freud sigmund 18561939  religion psychoanalysis and religion atheism	173
187	cognition in children  study and teaching cognition  study and teaching	723
188	motivation psychology emotions	503
189	quality of life	637
190	meaning psychology learning psychology of	455
191	behavior modification success	637
192	selfperception  testing brigham young university  faculty brigham young university  students	18.022
193	genius enlightenment lessing gotthold ephraim 17291781	412
194	talismans  china  history exorcism  china  history chinese language  writing  religious aspects  history	1561
196	fear anxiety behavior therapy	575
197	parapsychology parapsychology  research	1031
198	hypnotism	1141
199	hypnotism	1141
200	hypnosis	1141
202	personality assessment bendergestalt test drawaperson test wechsler adult intelligence scale rorschach test	698.4
203	witchcraft  china  history china  social conditions	1584
204	psychology  research psychology  research  developing countries	76.5
205	mormon women  conduct of life success  psychological aspects achievement motivation in women goal psychology	637
206	fantasy subconsciousness identity psychology psychology pathological psychology religious arlow jacob a	175.5
207	race awareness child psychology united states  race relations	723
208	personality counseling personality assessment psychotherapy	698
209	form perception visual perception	241
210	interpersonal communication animal communication language and emotions emotive linguistics affective neuroscience	637
211	personality	698
212	sex psychology sex biology aggressiveness	692
213	nature and nurture conjoined twins  psychology conjoined twins  case studies	346
214	spiritualism  united states spirit writings	1261.2
215	affect psychology emotions emotions  health aspects affect behavioral research health behavior	511
216	cognition in children psycholinguistics symbolism psychology children with mental disabilities braindamaged children	723
217	spiritualism  united states	1242
218	astrology american cults  united states occultism  religious aspects	1729
219	rosicrucians rosicrucians  united states	1623
220	life change events  psychological aspects life change events  psychological aspects  case studies change psychology spiritual life	637
221	cognition behavior evolution cognition and culture psychology comparative genetic psychology	311
222	separation psychology	575
223	psychoanalysis subconsciousness	173
224	astrology	1701
225	psychology comparative human behavior  animal models animal experimentation  moral and ethical aspects animal psychology	671
227	social perception  philosophy neurosciences  philosophy	323
228	twins  psychology sibling attachment therapist and patient attachment behavior	723
229	cognition neurophysiology brain  evolution	311
230	courage fear	575
231	psychology	121
232	emotions  study and teaching	531
233	parapsychology supernatural	1031
234	cabala symbolism	1999
235	face perception facial expression	242
236	intellect evolutionary psychology	431
237	cognition in infants motor ability in infants perception in infants infant psychology developmental psychology	720
238	persuasion psychology	637
239	emotions psychology and literature literature  psychology	511
240	vigilance psychology  congresses psychophysiology  congresses chronobiology  congresses	323
241	attention visual discrimination	321
242	psychoanalysis developmental psychology erikson erik h erik homburger 19021994	173
243	children  death  history  to 1500 children  europe  history  to 1500 death  europe  history  to 1500 emotions philosophy  history europe  social life and customs  to 1500	575
244	fear emotions critical thinking fear  social aspects critical thinking  social aspects psychotherapy	575
245	group counseling	637
246	biofeedback training  bibliography	319.5
247	cosmology  miscellanea consciousness  miscellanea	1999
248	psychology psychology  research  methodology	121
249	psychoanalysis  germany  history psychoanalysis  switzerland  history psychoanalysis  austria  history sociology psychology theology	171
250	islamic occultism metaphysics uncanny the psychoanalysis mysticism  islam islam and science  iran	1434
251	exorcism  sri lanka demonology  sri lanka	1559
252	moral development	723
253	psychoanalysis	173
254	creative ability  social aspects creative thinking	408
255	psychoanalysis and philosophy	175.4
256	personality individuality	698
257	demonology	1556
258	masculinity  united states homophobia  united states singlesex schools  united states	692.5
259	emotions stereotypes social psychology intergroup relations prejudices cognition	311
260	memory psychology	378
262	cognition in children	723
263	learning psychology of  congresses individualized instruction  psychological aspects  congresses cognitive psychology  congresses	318
264	ghosts  china ghost  china  folklore	1472
265	negotiation	637
266	magic egyptian	1591
267	demonology demoniac possession exorcism	1534
268	parapsychology  iceland  history  to 1500 parapsychology in literature	1028.5
269	humanistic psychology	204
270	problem solving	449
271	psychoanalysis and religion mysticism  psychology mysticism  hinduism ramakrishna 18361886  psychology gurus  india  psychology psychotherapy  religious aspects  hinduism psychology religious  india freud sigmund 18561939	175.5
272	demonology  early works to 1800 visions  early works to 1800	1520
273	children and death	723
274	cognition psychology  mathematical models factor analysis	311
276	sublimation psychology psychoanalysis	175.5
277	decision making success	441
278	brothers and sisters families	723
279	child psychology child psychology  soviet union	721
280	freud sigmund 18561939  psychology freud sigmund 18561939  influence egoideal	109
281	archetype psychology self civilization modern  20th century  psychological aspects dreams  therapeutic use jung c g carl gustav 18751961	175.5
282	adulthood marriage	724.5
283	nature and nurture  econometric models heredity families equality social stratification	341
284	interpersonal relations social psychology  research	636
285	perception  mathematical models senses and sensation  mathematical models human information processing  mathematical models	311
286	visualization imagery psychology fantasy  therapeutic use	367
287	aversion	575
288	motivation psychology act philosophy linguistics  research	683
289	decision making	448
290	mind and body	161
291	witchcraft  england  history english imprints pamphlets  england	1581
292	assertiveness psychology autonomy psychology	575
293	phrenology	870
294	psychology  research psychology applied	76.5
295	cognition and culture vygotskiĭ l s lev semenovich 18961934 semiotics psycholinguistics cognition in children interpersonal communication	311
296	psychology  research qualitative research	76.5
297	time  psychological aspects thought and thinking emotions human behavior	468
298	behaviorism psychology	199
299	persuasion psychology influence psychology success  psychological aspects	637
300	witchcraft  middle east  history magic assyrobabylonian jewish magic	1567
301	success perseverance ethics expectation psychology diligence	637
302	self identity psychology narration rhetoric psychology  biographical methods	697
303	experiential learning organizational behavior	318.5
304	psychoanalysis and feminism object relations psychoanalysis  history mother and child  history femininity  history klein melanie winnicott d w donald woods 18961971 chodorow nancy kristeva julia 1941	175.4
305	lacan jacques 19011981 psychoanalysis  france psychoanalysis  social aspects  france psychoanalysis  france  political aspects france  history  20th century	175
306	negotiation  congresses	637
308	witchcraft psychoanalysis witchcraft  history rites and ceremonies  psychological aspects	1566
309	psychology  dictionaries	31
310	mother and infant attachment behavior maternal deprivation in infants feminist psychology	720
311	wittgenstein ludwig 18891951 psychology  philosophy	38
312	mind and body identity philosophical concept	161
313	freud sigmund 18561939  congresses psychoanalysis  history  congresses	109
314	masculinity  united states  history  20th century patriarchy  united states  history  20th century sex role  united states  history  20th century vietnam war 19611975  social aspects vietnam war 19611975  motion pictures and the war vietnam war 19611975  literature and the conflict	692.5
315	cognitive science	311
316	cognition in children children with mental disabilities  psychology learning disabled children  psychology gifted children  psychology	723
317	cognition human information processing developmental psychology	311
319	psychoanalysis and philosophy	175.4
320	myth  psychological aspects jung c g carl gustav 18751961	175.5
321	attention	321
322	trials witchcraft  germany  history  16th century trials witchcraft  germany  history  17th century	1583
323	consciousness	311
324	psychology  history  20th century psychologists  history  20th century	105
327	psychoanalysis and religion liminality cerebral dominance nature	175.4
329	psychological tests for children psychological tests for children  case studies mental illness  diagnosis  case studies	722
330	selfdisclosure interpersonal relations psychotherapy	697.5
331	selfperception ability values vocational guidance	697
332	personality in children  bibliography child psychology  bibliography child development  bibliography	723
333	negotiation	637
334	occultism magic demonology	1591
335	animal behavior human behavior decision making	671
336	thought and thinking decision making intuition reasoning	441
337	paul the apostle saint ephesus extinct city	1301
338	personality	698
340	freud sigmund 18561939  literary art psychoanalysts as authors	173
341	children  death  psychological aspects mother and child bereavement  psychological aspects mothers  psychology	575
342	memory  philosophy connectionism psycholinguistics human information processing	371
343	personality personality  study and teaching lifestyles  psychological aspects	698
344	love	575
345	psychology  research  methodology qualitative research grounded theory discourse analysis discourse analysis narrative phenomenological psychology	76.5
346	form perception dots art  psychological aspects	293
347	freud sigmund 18561939 jenseits des lustprinzips psychoanalysis pleasure principle psychology death instinct	173
348	cognition  mathematical models fuzzy sets	311
349	philosophy and cognitive science philosophy of mind	311
350	anger emotional intelligence emotionfocused therapy	575
351	astrology chinese philosophy chinese	1714
352	psychology  study and teaching higher	77
353	listening parent and child child psychology	323
354	choice psychology consumers preferences aesthetics  psychological aspects	611
355	counseling psychotherapy	637
356	emotions critical thinking	531
357	emotions imitation emotions  social aspects social interaction	531
358	ghosts  north carolina ghosts  south carolina	1472
361	human behavior practical reason choice psychology political planning social policy social change	199
362	child psychology	721
363	witchcraft  massachusetts  salem	1576
364	genius  mathematical models leadership  mathematical models creative ability  mathematical models personality and history	416
366	feng shui	1779
367	movement psychology of motor learning	295
373	counseling pastoral theology  catholic church	637
375	adolescent psychology selfperception in adolescence	724
377	androgyny psychology  history androgyny in literature french literature  19th century  history and criticism feminist criticism	692.2
378	astrology chinese	1714
379	dreams	1078
380	leadership control psychology executives  psychology	637
381	jung c g carl gustav 18751961  religion judaism and psychoanalysis  history antisemitism  history  20th century psychoanalysis  history psychology	109
382	auditory perception speech perception	445
383	piaget jean 18961980  congresses genetic epistemology  congresses genetic psychology  congresses	723
384	human information processing questionanswerings systems questioning artificial intelligence	444
385	hallucinogenic drugs lsd drug drugs  law and legislation  united states	209
386	cognitive science  europe	311
389	child psychology learning psychology of educational psychology	318
391	spiritualism  controversial literature spiritualism	1042
393	decision making  sex differences decision making  psychological aspects women  psychology	448
394	psychology  miscellanea health  miscellanea social problems  miscellanea mental health psychological development popular versus scientific theories	125
396	witchcraft  mexico  history witchcraft  new spain  history magic  mexico  history magic  new spain  history mexico  religious life and customs new spain  religious life and customs	1584
397	bullying  united states  handbooks manuals etc school psychology  united states classroom management  united states  handbooks manuals etc	637
398	counseling brief psychotherapy	637
399	personality personal construct theory	698
400	astrology  history	1671
401	loss psychology bereavement  psychological aspects death  psychological aspects	575
402	skinner b f burrhus frederic 19041990 psychology  philosophy behaviorism psychology skinner b f burrhus frederic 19041990 beyond freedom and dignity	38
404	procrastination	575
406	environmental psychology	353
407	satanism child abuse	1548
408	jung c g carl gustav 18751961 coincidence  psychic aspects angels jungian psychology  religious aspects psychoanalysis and religion psychology and religion	109
409	selfactualization psychology psychology applied	637
410	reading psychology of	456
411	trust in children adjustment psychology in children children  counseling of school psychology	723
412	speech	455
413	selfactualization psychology diaries  authorship  psychological aspects meditation attitude change course in miracles	637
414	bereavement  psychological aspects grief teenagers  death  psychological aspects children  death  psychological aspects loss psychology	575
415	conduct of life	639
416	errors failure psychology	323
417	hermes trismegistus	1598
418	bereavement  psychological aspects grief widows  psychology widows  life skills guides life change events	575
419	decision making decision making  moral and ethical aspects imagery psychology	448
420	spiritual healing  egypt healing  religious aspects  islam zār  egypt women  egypt  cairo  social conditions	1275
421	psychology  china  history	108
422	personality assessment	698.4
423	psychology  history psychology  history  20th century psychology  philosophy	81
424	freud sigmund 18561939 psychoanalysis and religion	175
425	shamanism philosophical anthropology castaneda carlos 19311998 juan don 18911973 yaqui indians  religion	1615
426	divination i ching	1770
427	psychology  research  methodology	76.5
428	astrology	1701
429	psychology  china	38
430	psychology  vocational guidance	76
431	aging  psychological aspects older people  psychology older people  mental health services	724.55
432	ability  crosscultural studies ability  testing minorities  psychological testing	431
433	selfactualization psychology success	637
434	conditioned response behaviorism psychology	319
435	psychoanalysis incest victims freud sigmund 18561939 masson j moussaieff jeffrey moussaieff 1941 eissler k r kurt robert 19081999 freud anna 18951982 psychoanalysts  biography	173
436	mathematical ability mathematical ability  cross cultural studies number concept in children number concept in children  cross cultural studies human information processing cognitive psychology	456
437	reevaluation counseling counseling  methods	637
438	stress psychology life cycle human	575
439	jung c g carl gustav 18751961 coincidence psychoanalysis and culture civilization modern  psychological aspects	175.5
440	extrasensory perception parapsychology parapsychology  research	1321
441	selfperception  study and teaching elementary	697
442	apologizing	575
443	intellect developmental psychology	431
444	freud sigmund 18561939 psychoanalysis and religion	175.4
445	factor analysis psychometrics	39
446	adjustment psychology in old age  longitudinal studies happiness in old age  longitudinal studies	724.8
447	child psychology  philosophy children  nutrition  psychological aspects children  nutrition  social aspects environmental psychology	722
448	group counseling group psychotherapy group counseling  case studies group psychotherapy  case studies	637
449	mother and infant infant psychology	719
450	human beings human rights human evolution human behavior behavior evolution anthropology	199
451	darwin charles 18091882 genius creative ability	412
452	adolescent psychology psychology comparative	724
453	psychology  history	81
454	psychology  research  methodology  textbooks psychology experimental  textbooks	76.5
455	personality  textbooks	698
456	psychology  philosophy	38
458	personality tests personality	698
460	aggressiveness control psychology war  psychological aspects civilization social evolution	575
461	adulthood  psychological aspects children and adults social psychology	724.5
462	psychology philosophy of mind psychology pathological psychotherapy	121
463	prejudices in children  united states racism  united states race awareness in children  united states sex role in children  united states united states  race relations	723
464	psychologists  professional ethics  case studies psychology  moral and ethical aspects  case studies	76.4
465	emotions affect psychology	531
466	intelligence tests ability  testing psychological tests for children	432
467	witchcraft  netherlands trials witchcraft  netherlands	1584
468	lacan jacques 19011981 freud sigmund 18561939  influence psychoanalysis psychoanalysis  france  history feminism	173
471	prophets  middle east  history prophecy  history middle eastern literature	1762
473	father and infant mother and infant parent and infant attachment behavior child care  psychological aspects sex role	720
476	cognitive psychology writing  psychological aspects research  psychological aspects	201
477	adolescence adolescent psychology teenagers  family relationships teenagers  sexual behavior interpersonal relations	724
478	spiritualism  brazil  rio de janeiro  history spiritualism  brazil  rio de janeiro state  history	1242
479	dream interpretation jungian psychology freud sigmund 18561939 jung c g carl gustav 18751961	175.5
480	psychoanalysts  interviews	173
481	grief bereavement  psychological aspects death  psychological aspects loss psychology hope	575
482	conflict psychology  research	503
483	counseling psychodiagnostics	637
484	none	637
485	phrenology physiognomy wells junius f junius free 18541930 smith joseph jr 18051844  portraits	871
486	stress psychology stress psychology  prevention	575
487	astrology  early works to 1800	1681
488	developmental psychology  longitudinal studies antisocial personality disorders  longitudinal studies psychology  research  methodology	713.5
489	magic  history  20th century witchcraft  history  20th century paganism  history  20th century goddess religion  history  20th century	1571
490	milner marion blackett  psychology milner marion blackett  family child psychology psychoanalysis	109
492	twinspsychology bereavement	723
493	astrology chinese yinyang	1714
495	fantasy fantasy  social aspects	408
496	body language facial expression nonverbal communication	637
497	emotions in children	723
498	interpersonal communication in children imitation in children symbolism psychology in children social interaction in children children  language	723
499	negotiation interpersonal relations	637
500	social perception stereotypes social psychology	323
501	intellect intelligence tests race black people  intelligence levels men  intelligence levels stereotypes social psychology sex discrimination in psychology	432
502	psychoanalysis  philosophy love	175
503	astrology chinese	1714
504	moral development	723
505	grief loss psychology control psychology	575
506	happiness interpersonal relations health developmental psychology social classes	575
507	sex psychology sex differences psychology interpersonal relations men  psychology women  psychology	692
508	magic ancient rites and ceremonies	1591
509	space perception psychometrics psychology experimental	469
510	graphology drawing psychology of child psychology	905
511	psychoanalysis	173
512	learning psychology of language acquisition	318
513	imagery psychology psychoanalysis jung c g carl gustav 18751961	367
514	great sphinx egypt  miscellanea great pyramid egypt  miscellanea egypt  antiquities  miscellanea	1999
516	grief in children bereavement in children loss psychology	723
517	minnesota multiphasic personality inventory	698.8
520	psychology sociobiology genetic psychology	57
522	emotions in literature emotions  sociological aspects cognition	511
523	psychology  dictionaries psychiatry  dictionaries psychoanalysis  dictionaries	31
525	adjustment psychology adjustment psychology  case studies selfactualization psychology	335
529	stress psychology	575
536	children  intelligence levels infants  intelligence levels emotions in children emotions in infants language acquisition child rearing child rearing  social aspects nature and nurture	432
537	human information processing intellect psychology comparative	444
540	work  psychological aspects love	481
541	jung c g carl gustav 18751961 justification christian theology christianity  psychology	173
542	jung c g carl gustav 18751961 campbell joseph 19041987 myth  psychological aspects archetype psychology	175.5
543	intelligence levels  history  20th century african americans  intelligence levels intellect  genetic aspects	431
544	creative ability in old age  bibliography	724.85
545	sibling rivalry adulthood  psychological aspects	723
546	année psychologique psychology experimental  history	182
547	emotions in children  social aspects expression in children preschool children  psychology	723
548	listening communication	323
549	freud sigmund 18561939  diaries psychoanalysts  austria  diaries psychoanalysts  england  diaries psychoanalysis	109
550	emotions in children affect psychology cognition in children	723
553	aggressiveness aggressiveness  research anger	575
554	psychoanalysis mind and body hypnotism	173
555	devil satanism witchcraft  united states	1548
556	satanism	1546
557	shakespeare william 15641616  knowledge  occultism demonology devil in literature	1517
558	psychology  philosophy personality and situation personality and culture genetic psychology	38
561	nonverbal communication expression emotions	637
564	cognition sex differences psychology sex role	311
566	intelligence levels  united states  history  20th century intellect  united states  genetic aspects  history  20th century united states  intellectual life  20th century	431.5
567	genius and mental illness creative ability  psychological aspects	423
568	friendship love interpersonal relations intimacy psychology	575
569	adolescent psychology families	724
570	paraphilias psychology and literature sex psychology	692.2
571	narcissism	575
573	immortality neardeath experiences	1045
575	panic anxiety	575
576	intentionalism	611
578	philosophy of mind in children cognition in children	723
579	selfperception  congresses selfknowledge theory of  congresses self  crosscultural studies  congresses	697.5
581	masculinity men  psychology boys  psychology mothers and sons child rearing	692.5
582	personality	698
583	counseling psychotherapy	636.6
584	counseling  vocational guidance psychotherapy  vocational guidance risk management counseling psychology	636.64
585	psychology  history	95
586	psychology psychoanalysis	175
587	freud sigmund 18561939 psychoanalysis and philosophy subjectivity  controversial literature philosophy of mind	175.4
588	identity psychology identity psychology  social aspects	697
589	witchcraft  history street children children  social conditions	1571.5
590	decision making economics  psychological aspects consumer behavior	448
591	aggressiveness	575
593	freud sigmund 18561939 psychoanalysis and culture psychoanalysis and art psychotherapy	175.4
594	risktaking psychology	637
595	identity psychology intimacy psychology developmental psychology	697
596	children and death  psychological aspects parents  death  psychological aspects bereavement  psychological aspects parent and child psychoanalysis	723
598	aggressiveness in children child rearing parent and child	723
599	jung c g carl gustav 18751961	109
600	counseling psychotherapy genetic counseling medical rehabilitation	637
601	gifted persons  case studies autistic people  case studies autism  genetic aspects  case studies ability  case studies genius and mental illness  case studies	412
602	selfesteem in children	723
603	moral development ethics moral education	723
604	divination  rome oracles roman sibyls prophets  rome astrology roman rome  religion	1768
605	gifted children  counseling of  handbooks manuals etc gifted children  education  handbooks manuals etc	723
607	problem solving problem solving  data processing artificial intelligence cognitive science	449
608	bereavement  psychological aspects deprivation psychology	575
609	cognitive psychology psycholinguistics logic	201
610	meaning psychology psycholinguistics personality culture social institutions	455
611	play  psychological aspects education preschool day care centers	717
612	shortterm memory	378
613	piaget jean 18961980 character psychology pathological	818
614	identification psychology identity psychology personality development personality change character selfperception	175.5
615	buyse raymond 18891974  travel  united states buyse raymond 18891974  diaries educational psychologists  belgium  diaries child psychologists  belgium  diaries decroly ovide 18711932  travel  united states educational psychology  history  20th century  sources child psychology  history  20th century  sources developmental psychology  history  20th century  sources	109
618	psycholinguistics consciousness	311
619	psychology and religion psychoanalysis and religion psychology religious  history	51
620	visual perception shortterm memory cognition	241
621	freud sigmund 18561939 psychoanalysis	173
622	cognition human information processing psychophysics	311
623	spiritualism  bibliography	1261.2
624	dreams  religious aspects  christianity	1078
625	piaget jean 18961980 performance in children cognition in children human information processing in children	723
626	minorities  counseling of discrimination in mental health services	637
627	parapsychology parapsychology  research	1031
628	parapsychology parapsychology and science parapsychology  research	1031
629	parapsychology  congresses mental healing  congresses parapsychology  research	1021
630	levitation	1385
631	developmental psychology	713
632	dogmatism	323
634	selfperception social perception	697.5
635	psychologists  united states  examinations psychologists  licenses  united states psychologists  certification  united states	80.8
636	human information processing psycholinguistics memory thought and thinking	455
637	success enthusiasm	637
638	memory in old age memory  age factors mnemonics	724.85
640	psychology  experiments  history  20th century  textbooks psychology  history  20th century	198.7
643	fatherhood  psychological aspects father and child	723
644	emotions experience	531
645	perceptualmotor learning	295
646	memory	371
647	hypnotism compliance belief and doubt	1152
648	storytelling ability in children cognition in children children  language	723
649	imagination  congresses philosophy medieval  congresses philosophy modern  congresses	408
650	psychoanalysis and culture	175.4
651	personality assessment personality tests typology psychology myersbriggs type indicator	698.4
652	lacan jacques 19011981 psychoanalysis	109
653	stress psychology adjustment psychology stress psychology  research adjustment psychology  research developmental psychology mind and body	575
654	creative ability affect psychology	411
655	cognitive science change psychology time  psychological aspects	311
656	stress in children stress in adolescence adjustment psychology in children adjustment psychology in adolescence resilience personality trait in children resilience personality trait in adolescence	723
657	freud sigmund 18561939 freud sigmund 18561939  friends and associates psychoanalysis  history	109
658	freud sigmund 18561939 psychoanalysis	173
659	selfcontrol	632
661	learning psychology of child rearing educational psychology pediatric neuropsychology	318
663	counseling psychotherapy counselor and client therapist and patient	637
664	mother and infant attachment behavior mother and child	720
665	psychometrics	39
666	shadow psychoanalysis integrity	175.5
667	memory in old age  study and teaching memory  age factors  study and teaching mnemonics  study and teaching	724.85
